[0xff5e1ec7, nil]	0x0
[0xff5e1ec7, nil]	0xc
[0xff5e1ec7, nil]	0x10
[0xff5e1ec7, nil]	0x2f
[0xff5e1ec7, nil]	0x4b
[0xff5e1ec7, nil]	0x5e
[0xff5e1ec7, nil]	0x67
[0xff5e1ec7, nil]	0x87
[0xff5e1ec7, nil]	0x9a
[0xff5e1ec7, nil]	0xa3
[0xff5e1ec7, nil]	0x119
[0xff5e1ec7, nil]	0x11d
[0xff5e1ec7, nil]	0x128
[0xff5e1ec7, nil]	0x131
[0xff5e1ec7, nil]	0x193
[0xff5e1ec7, [0x10, nil]]	0x163
[0xff5e1ec7, [0x10, nil]]	0x171
[0xff5e1ec7, [0x10, nil]]	0x175
[0xff5e1ec7, [0x10, nil]]	0x188
[0xff5e1ec7, [0x10, nil]]	0x18c
[0xff5e1ec7, [0x2f, nil]]	0x149
[0xff5e1ec7, [0x67, nil]]	0x156
