0x3f	0xb8	0
0x3f	0xc8	4
0x3f	0xd0	36
0x3f	0xd8	68
0x3f	0xe8	100
0x3f	0xf3	132
0x3f	0xe1	164
0x3f	0xed	196
0x4e	0xb8	0
0x4e	0xc8	4
0x4e	0xd0	36
0x4e	0xd8	68
0x4e	0xe8	100
0x4e	0xf3	132
0x4e	0xe1	164
0x4e	0xed	196
0x78	0xb8	0
0x78	0xc8	4
0x78	0xd0	36
0x78	0xd8	68
0x78	0xe8	100
0x78	0xf3	132
0x78	0xe1	164
0x78	0xed	196
0x8a	0xb8	0
0x8a	0xc8	4
0x8a	0xd0	36
0x8a	0xd8	68
0x8a	0xe8	100
0x8a	0xf3	132
0x8a	0xe1	164
0x8a	0xed	196
0xde	0xb8	-196
0xde	0xc8	-192
0xde	0xd0	-160
0xde	0xd8	-128
0xde	0xe8	-96
0xde	0xf3	-64
0xde	0xe1	-32
0xde	0xed	0
0xec	0xb8	-228
0xec	0xc8	-224
0xec	0xd0	-192
0xec	0xd8	-160
0xec	0xe8	-128
0xec	0xf3	-96
0xec	0xe1	-64
0xec	0xed	-32
